SITE_ID,chemical_name,sample_date,fraction,result_value,result_unit,validator_qualifiers,Project_name,sys_sample_code,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,interpreted_qualifiers,sample_delivery_group,qaqc_date,SH_LATITUDE,SH_LONGITUDE,SH_WQ_STANDARD,SH_PWL_ID,X,INFO_TYPE
13-GUNK-37.7,Lead,7/25/2018,total,0.45,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7439-92-1,0.067,ug/l,1,J,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Lead,8/16/2018,total,1.2,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7439-92-1,0.067,ug/l,1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Lead,9/5/2018,total,0.65,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7439-92-1,0.067,ug/l,1,J,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Magnesium,10/3/2018,total,2430,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Magnesium,7/11/2018,total,9940,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Magnesium,7/25/2018,total,3310,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7439-95-4,29,ug/l,1000,E,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Magnesium,8/16/2018,total,2810,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7439-95-4,29,ug/l,1000,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Magnesium,9/5/2018,total,3740,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nickel,10/3/2018,total,1,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nickel,7/11/2018,total,3,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nickel,7/25/2018,total,0.96,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7440-02-0,0.26,ug/l,1,J,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nickel,8/16/2018,total,1.3,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7440-02-0,0.26,ug/l,1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nickel,9/5/2018,total,1.4,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,10/3/2018,total,0.14,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,7/11/2018,total,0.02,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,7/25/2018,total,0.13,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,8/16/2018,total,0.07,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,9/5/2018,total,0.2,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrogen,10/3/2018,total,0.7,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,KN,NA,mg/l,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrogen,7/11/2018,total,7.47,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,KN,NA,mg/l,0.2,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrogen,7/25/2018,total,0.69,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,KN,NA,mg/l,0.2,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrogen,8/16/2018,total,0.81,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,KN,NA,mg/l,0.2,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Nitrogen,9/5/2018,total,1.21,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,KN,NA,mg/l,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"Nitrogen, ammonia (As N)",10/3/2018,total,0.02,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"Nitrogen, ammonia (As N)",7/11/2018,total,0.02,mg/l,T,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"Nitrogen, ammonia (As N)",7/25/2018,total,0.06,mg/l,R,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7664-41-7,8.00E-04,mg/l,0.005,,Equipment Blank error ; Precision error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"Nitrogen, ammonia (As N)",8/16/2018,total,0.06,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"Nitrogen, ammonia (As N)",9/5/2018,total,0.07,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,total,0.56,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,KN,0.08,mg/l,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,total,7.46,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,KN,0.08,mg/l,0.2,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",7/25/2018,total,0.57,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,KN,0.08,mg/l,0.2,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",8/16/2018,total,0.74,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,KN,0.08,mg/l,0.2,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",9/5/2018,total,1.01,mg/l,J,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,KN,0.08,mg/l,0.1,,estimated value due to Equipment Blank error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",10/3/2018,total,0.14,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",7/11/2018,total,0.02,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",7/25/2018,total,0.13,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",8/16/2018,total,0.07,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",9/5/2018,total,0.19,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRITE",10/3/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRITE",7/11/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRITE",7/25/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRITE",8/16/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"NITROGEN, NITRITE",9/5/2018,total,0.01,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,14797-65-0,0.007,mg/l,0.01,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",10/3/2018,total,0.07,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,total,0.82,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,7723-14-0,0.04,mg/l,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",7/25/2018,total,0.1,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",8/16/2018,total,0.09,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",9/5/2018,total,0.15,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7723-14-0,0.01,mg/l,0.025,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Silver,10/3/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Silver,7/11/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Silver,7/25/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Silver,8/16/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Silver,9/5/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/3/2018,total,109,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,TDS,4,mg/l,10,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,total,700,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,TDS,4,mg/l,10,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/25/2018,total,157,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,TDS,4,mg/l,10,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/16/2018,total,138,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,TDS,4,mg/l,10,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/5/2018,total,170,mg/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,TDS,4,mg/l,10,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,TURBIDITY,10/3/2018,total,6.81,ntu,A,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,TURB,0.06,ntu,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,TURBIDITY,7/11/2018,total,86.1,ntu,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,TURB,0.06,ntu,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,TURBIDITY,7/25/2018,total,8.83,ntu,A,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,TURB,0.06,ntu,0.1,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,TURBIDITY,8/16/2018,total,3.95,ntu,J,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,TURB,0.06,ntu,0.1,,estimated value due to Equipment Blank error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,TURBIDITY,9/5/2018,total,6.61,ntu,J,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,TURB,0.06,ntu,0.1,,estimated value due to Equipment Blank error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Zinc,10/3/2018,total,4,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-10032018-W,7440-66-6,2.5,ug/l,5,J,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Zinc,7/11/2018,total,14.3,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-07112018-W,7440-66-6,2.5,ug/l,5,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Zinc,7/25/2018,total,2.7,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-07252018-WS,7440-66-6,2.5,ug/l,5,J,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Zinc,8/16/2018,total,2.9,ug/l,J,Wallkill RAS 2018,13-GUNK-37.7-081618-WS,7440-66-6,2.5,ug/l,5,J,estimated value due to lab error,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-37.7,Zinc,9/5/2018,total,5.7,ug/l,A,Wallkill RAS 2018,13-GUNK-37.7-09052018-W,7440-66-6,2.5,ug/l,5,,,NA,NA,41.441342,-74.529772,B,1306-0047,NA,NA
13-GUNK-40.3,"ALKALINITY, TOTAL (AS CaCO3)",10/3/2018,total,35.2,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,ALK,1,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,total,64.4,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,ALK,1,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,"ALKALINITY, TOTAL (AS CaCO3)",7/25/2018,total,33.2,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,ALK,1,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,"ALKALINITY, TOTAL (AS CaCO3)",8/16/2018,total,40.8,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,ALK,1,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,"ALKALINITY, TOTAL (AS CaCO3)",9/5/2018,total,60.8,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,ALK,1,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Aluminum,10/3/2018,total,317,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,7429-90-5,11.5,ug/l,50,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Aluminum,7/11/2018,total,508,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,7429-90-5,11.5,ug/l,50,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Aluminum,7/25/2018,total,319,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,7429-90-5,23,ug/l,100,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Aluminum,8/16/2018,total,111,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,7429-90-5,2.3,ug/l,10,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Aluminum,9/5/2018,total,89.9,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,7429-90-5,2.3,ug/l,10,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Arsenic,10/3/2018,total,0.63,ug/l,J,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,7440-38-2,0.39,ug/l,1,J,estimated value due to lab error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Arsenic,7/11/2018,total,1.1,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,7440-38-2,0.39,ug/l,1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Arsenic,7/25/2018,total,0.9,ug/l,J,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,7440-38-2,0.39,ug/l,1,J,estimated value due to lab error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Arsenic,8/16/2018,total,0.84,ug/l,J,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,7440-38-2,0.39,ug/l,1,J,estimated value due to lab error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Arsenic,9/5/2018,total,0.96,ug/l,J,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,7440-38-2,0.39,ug/l,1,J,estimated value due to lab error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Cadmium,10/3/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,7440-43-9,0.064,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Cadmium,7/11/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,7440-43-9,0.064,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Cadmium,7/25/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,7440-43-9,0.064,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Cadmium,8/16/2018,total,0.55,ug/l,J,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,7440-43-9,0.064,ug/l,1,J,estimated value due to lab error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Cadmium,9/5/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,7440-43-9,0.064,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Calcium,10/3/2018,total,12200,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,7440-70-2,110,ug/l,1000,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Calcium,7/11/2018,total,27700,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,7440-70-2,110,ug/l,1000,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Calcium,7/25/2018,total,18700,ug/l,J,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,7440-70-2,110,ug/l,1000,E,estimated value due to lab error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Calcium,8/16/2018,total,15400,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,7440-70-2,110,ug/l,1000,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Calcium,9/5/2018,total,27700,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,7440-70-2,110,ug/l,1000,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,CHLORIDE (AS CL),10/3/2018,total,28.7,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,16887-00-6,0.2,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,CHLORIDE (AS CL),7/11/2018,total,80.1,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,16887-00-6,0.2,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,CHLORIDE (AS CL),7/25/2018,total,46.8,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,16887-00-6,0.2,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,CHLORIDE (AS CL),8/16/2018,total,38.8,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,16887-00-6,0.2,mg/l,2,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,CHLORIDE (AS CL),9/5/2018,total,62.6,mg/l,R,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,16887-00-6,0.2,mg/l,2,,Accuracy error,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Chlorophyll A,10/3/2018,total,1.91,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,479-61-8,NA,ug/l,0.19,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Chlorophyll A,7/11/2018,total,1.63,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,479-61-8,NA,ug/l,0.083,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Chlorophyll A,7/25/2018,total,5.25,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,479-61-8,NA,ug/l,0.17,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Chlorophyll A,8/16/2018,total,0.98,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,479-61-8,NA,ug/l,0.1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Chlorophyll A,9/5/2018,total,0.89,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,479-61-8,NA,ug/l,0.08,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Copper,10/3/2018,total,2.3,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,7440-50-8,0.66,ug/l,1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Copper,7/11/2018,total,3,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07112018-W,7440-50-8,0.66,ug/l,1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Copper,7/25/2018,total,4.6,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-07252018-WS,7440-50-8,0.66,ug/l,1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Copper,8/16/2018,total,4.7,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-081618-WS,7440-50-8,0.66,ug/l,1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,Copper,9/5/2018,total,2.2,ug/l,A,Wallkill RAS 2018,13-GUNK-40.3-09052018-W,7440-50-8,0.66,ug/l,1,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
13-GUNK-40.3,HARDNESS (AS CACO3),10/3/2018,total,40.9,mg/l,A,Wallkill RAS 2018,13-GUNK-40.3-10032018-W,HARD,NA,mg/l,6.62,,,NA,NA,41.421985,-74.56069,A,1306-0048,NA,NA
