"MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE","MSSIH_EVENT_SMAS_HISTORY_ID","MSSIH_EVENT_SMAS_SAMPLE_DATE","MSSIH_BIOSAMPLE_COLLECT_METHOD_NUM","BIOSAMPLE_COLLECT_METHOD"
"03-WCAN-51.8_20040707_2_1",20,6.82,4,6,6.64,8.4,3.284388172,8.92,7.54,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","7/7/2004",2,"Multiplate:Navigable"
"03-WCAN-51.8_20040914_2_1",12,2.95,6,8,6.44,8.9,2.619619401,5.6,6.36,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","9/14/2004",2,"Multiplate:Navigable"
"03-WCAN-51.8_20090714_2_1",19,6.36,4,6,6.93,7.68,3.240461377,8.7,7.18,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","7/14/2009",2,"Multiplate:Navigable"
"03-WCAN-51.8_20090817_2_1",22,8,4,6,6.94,7.65,3.275868016,8.88,7.63,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","8/17/2009",2,"Multiplate:Navigable"
"03-WCAN-51.8_20090922_2_1",24,9,5,7,6.31,9.23,3.7814638,10,8.81,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","9/22/2009",2,"Multiplate:Navigable"
"03-WCAN-51.8_20140716_2_1",20,6.82,8,9,7.2,7,2.885639194,6.93,7.44,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","7/16/2014",2,"Multiplate:Navigable"
"03-WCAN-51.8_20140820_2_1",22,8,5,7,7.44,6.4,2.619413509,5.6,6.75,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","8/20/2014",2,"Multiplate:Navigable"
"03-WCAN-51.8_20140923_2_1",17,5.45,4,6,7.64,5.9,2.27889869,3.89,5.31,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","9/23/2014",2,"Multiplate:Navigable"
"03-WCAN-51.8_20190807_2_1",10,1.43,5,7,7.97,5.08,0.844136851281393,0,3.38,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","8/7/2019",2,"Multiplate:Navigable"
"03-WCAN-51.8_20190807_2_2",17,5.45,4,6,7.91,5.22,1.75864943009379,1.29,4.49,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","8/7/2019",2,"Multiplate:Navigable"
"03-WCAN-51.8_20190807_2_3",15,4.32,4,6,7.96,5.1,1.03342206914603,0,3.86,NA,NA,NA,NA,NA,NA,NA,NA,"03-WCAN-51.8","8/7/2019",2,"Multiplate:Navigable"
"03-WINE-1.9_19950712_1_1",10,2.31,0,0,6.79,4.64,NA,NA,3.3,31,1.9,4.84,7.66,NA,NA,NA,NA,"03-WINE-1.9","7/12/1995",1,"Kick:Standard"
"03-WINE-1.9_20080818_1_1",12,3.09,0,0,6.06,5.55,NA,NA,2.26,35,2.66,8.23,0,NA,NA,NA,NA,"03-WINE-1.9","8/18/2008",1,"Kick:Standard"
"03-WMAXW-0.5_20150723_1_1",17,4.56,7,5.91,4.85,7.06,NA,NA,4.89,41,3.63,6.68,3.3,NA,NA,NA,NA,"03-WMAXW-0.5","7/23/2015",1,"Kick:Standard"
"03-WMLLO-0.8_20150723_1_1",11,2.79,4,4.17,5.43,6.34,NA,NA,3.95,43,3.95,6.99,2.52,NA,NA,NA,NA,"03-WMLLO-0.8","7/23/2015",1,"Kick:Standard"
"03-WMLLO-4.6_20150723_1_1",16,4.26,5,4.72,5.66,6.05,NA,NA,4.57,47,4.6,6.71,3.23,NA,NA,NA,NA,"03-WMLLO-4.6","7/23/2015",1,"Kick:Standard"
"03-WMLLS-0.2_20150722_1_1",28,8.06,15,10,4.15,7.85,NA,NA,8.29,74,8.46,5.17,7.08,NA,NA,NA,NA,"03-WMLLS-0.2","7/22/2015",1,"Kick:Standard"
"03-WOLC-2.7_19950822_1_1",25,7.06,7,5.91,4.65,7.31,NA,NA,6.49,68,7.88,6.29,4.28,NA,NA,NA,NA,"03-WOLC-2.7","8/22/1995",1,"Kick:Standard"
"03-WOLC-2.7_20010911_1_1",16,4.26,4,4.17,4.99,6.89,NA,NA,4.75,56,6.13,7.08,2.3,NA,NA,NA,NA,"03-WOLC-2.7","9/11/2001",1,"Kick:Standard"
"03-WOLC-2.7_20060726_1_1",19,5.29,7,5.91,4.9,7,NA,NA,5.94,73,8.37,6.75,3.12,NA,NA,NA,NA,"03-WOLC-2.7","7/26/2006",1,"Kick:Standard"
"03-XEMIL-0.1_20140827_3_1",8,1.36,NA,NA,7.73,5.67,2.845350937,6.73,4.75,38,1.6,NA,NA,NA,NA,54.55,8.41,"03-XEMIL-0.1","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.1_20140827_3_2",11,3.06,NA,NA,8.57,3.57,3.324862958,8.31,5.95,54,4.8,NA,NA,NA,NA,42.86,10,"03-XEMIL-0.1","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.1_20140827_3_3",10,2.27,NA,NA,7.94,5.15,3.057476076,7.64,5.11,44,2.8,NA,NA,NA,NA,58.82,7.7,"03-XEMIL-0.1","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.1_20140827_3_4",11,3.06,NA,NA,7.86,5.35,3.213513256,8.03,5.4,39,1.8,NA,NA,NA,NA,52.38,8.77,"03-XEMIL-0.1","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.1_20140827_3_5",13,4.17,NA,NA,8.07,4.82,3.241084981,8.1,5.53,37,1.4,NA,NA,NA,NA,50,9.17,"03-XEMIL-0.1","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.6_20140827_3_1",10,2.27,NA,NA,8.04,4.9,2.691510777,5.96,3.99,28,0,NA,NA,NA,NA,64,6.83,"03-XEMIL-0.6","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.6_20140827_3_2",10,2.27,NA,NA,8.56,3.6,2.882292189,6.91,4.94,52,4.4,NA,NA,NA,NA,60,7.5,"03-XEMIL-0.6","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.6_20140827_3_3",8,1.36,NA,NA,9.08,2.3,2.24722432,3.74,3.34,48,3.6,NA,NA,NA,NA,70.83,5.7,"03-XEMIL-0.6","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.6_20140827_3_4",11,3.06,NA,NA,8.97,2.57,2.75876012,6.29,4.2,46,3.2,NA,NA,NA,NA,69.7,5.88,"03-XEMIL-0.6","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-0.6_20140827_3_5",8,1.36,NA,NA,9.22,1.95,2.383593219,4.42,2.72,37,1.4,NA,NA,NA,NA,78.26,4.46,"03-XEMIL-0.6","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-1.3_20140827_3_3",10,2.27,NA,NA,8.35,4.13,2.832440262,6.66,4.07,26,0,NA,NA,NA,NA,61.29,7.29,"03-XEMIL-1.3","8/27/2014",3,"Sediment_Ponar"
"03-XEMIL-2.7_20140828_3_1",8,1.36,NA,NA,8.31,4.22,1.347357507,0,1.9,40,2,NA,NA,NA,NA,92.31,1.92,"03-XEMIL-2.7","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-2.7_20140828_3_2",7,0.91,NA,NA,9.54,1.15,1.902174814,2.01,2.34,48,3.6,NA,NA,NA,NA,80.77,4.04,"03-XEMIL-2.7","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-2.7_20140828_3_3",5,0,NA,NA,8.86,2.85,2.182005815,3.41,2.93,50,4,NA,NA,NA,NA,78.57,4.41,"03-XEMIL-2.7","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-2.7_20140828_3_4",6,0.45,NA,NA,9.41,1.47,1.629740426,0.65,1.86,49,3.8,NA,NA,NA,NA,87.5,2.92,"03-XEMIL-2.7","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-2.7_20140828_3_5",7,0.91,NA,NA,9.16,2.1,2.31345975,4.07,2.88,45,3,NA,NA,NA,NA,78.95,4.34,"03-XEMIL-2.7","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-3.5_20140828_3_1",10,2.27,NA,NA,9.19,2.03,1.925511707,2.13,2.93,52,4.4,NA,NA,NA,NA,82,3.83,"03-XEMIL-3.5","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-3.5_20140828_3_2",13,4.17,NA,NA,8.63,3.42,3.182596803,7.96,6.1,66,7.2,NA,NA,NA,NA,58.54,7.74,"03-XEMIL-3.5","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-3.5_20140828_3_3",12,3.61,NA,NA,8.6,3.5,3.21149049,8.03,6.14,63,6.6,NA,NA,NA,NA,51.16,8.97,"03-XEMIL-3.5","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-3.5_20140828_3_4",9,1.82,NA,NA,9.18,2.05,2.387411585,4.44,3.43,53,4.6,NA,NA,NA,NA,79.49,4.25,"03-XEMIL-3.5","8/28/2014",3,"Sediment_Ponar"
"03-XEMIL-3.5_20140828_3_5",11,3.06,NA,NA,8.46,3.85,2.652620692,5.76,5.19,68,7.6,NA,NA,NA,NA,71,5.67,"03-XEMIL-3.5","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-0.1_20140828_3_1",11,3.06,NA,NA,8.92,2.7,2.713114772,6.07,4.45,51,4.2,NA,NA,NA,NA,67.57,6.24,"03-XORCH-0.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-0.1_20140828_3_2",12,3.61,NA,NA,9,2.5,2.383135595,4.42,4.07,52,4.4,NA,NA,NA,NA,72.5,5.42,"03-XORCH-0.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-0.1_20140828_3_3",10,2.27,NA,NA,8.68,3.3,3.2089873,8.02,5.46,49,3.8,NA,NA,NA,NA,45.45,9.92,"03-XORCH-0.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-0.1_20140828_3_4",8,1.36,NA,NA,8.17,4.58,2.855388542,6.78,4.98,52,4.4,NA,NA,NA,NA,58.33,7.78,"03-XORCH-0.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-1.1_20140828_3_1",16,5.91,NA,NA,8.38,4.05,3.202707305,8.01,5.83,46,3.2,NA,NA,NA,NA,57,8,"03-XORCH-1.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-1.1_20140828_3_2",9,1.82,NA,NA,8.32,4.2,2.984769619,7.42,4.47,31,0.2,NA,NA,NA,NA,52.63,8.73,"03-XORCH-1.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-1.1_20140828_3_3",7,0.91,NA,NA,8.86,2.85,2.495602924,4.98,3.03,34,0.8,NA,NA,NA,NA,71.43,5.59,"03-XORCH-1.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-1.1_20140828_3_4",16,5.91,NA,NA,8.35,4.13,3.579657508,8.95,6.68,52,4.4,NA,NA,NA,NA,44.23,10,"03-XORCH-1.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-1.1_20140828_3_5",9,1.82,NA,NA,8.31,4.22,2.952819531,7.26,4.28,20,0,NA,NA,NA,NA,56.25,8.12,"03-XORCH-1.1","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-2.0_20140828_3_1",11,3.06,NA,NA,8.14,4.65,3.096969416,7.74,4.94,38,1.6,NA,NA,NA,NA,59.09,7.65,"03-XORCH-2.0","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-2.0_20140828_3_2",9,1.82,NA,NA,8.09,4.78,2.946837499,7.23,4.66,37,1.4,NA,NA,NA,NA,56.52,8.08,"03-XORCH-2.0","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-2.0_20140828_3_3",9,1.82,NA,NA,8.24,4.4,2.803215693,6.52,4.31,40,2,NA,NA,NA,NA,64,6.83,"03-XORCH-2.0","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-2.0_20140828_3_4",12,3.61,NA,NA,8.22,4.45,3.109707839,7.77,4.68,28,0,NA,NA,NA,NA,59.46,7.59,"03-XORCH-2.0","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-2.0_20140828_3_5",11,3.06,NA,NA,8.2,4.5,3.241446071,8.1,5.13,30,0,NA,NA,NA,NA,45,10,"03-XORCH-2.0","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-8.7_20140828_3_1",12,3.61,NA,NA,8.38,4.05,3.062123761,7.66,5.37,47,3.4,NA,NA,NA,NA,56.36,8.11,"03-XORCH-8.7","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-8.7_20140828_3_2",18,6.82,NA,NA,8.39,4.02,3.39749559,8.49,6.12,44,2.8,NA,NA,NA,NA,54.26,8.46,"03-XORCH-8.7","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-8.7_20140828_3_3",20,7.88,NA,NA,8.78,3.05,3.326864425,8.32,6.36,51,4.2,NA,NA,NA,NA,55,8.33,"03-XORCH-8.7","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-8.7_20140828_3_4",13,4.17,NA,NA,7.98,5.05,3.219179214,8.05,5.72,44,2.8,NA,NA,NA,NA,53.97,8.51,"03-XORCH-8.7","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-8.7_20140828_3_5",13,4.17,NA,NA,8.24,4.4,3.077660027,7.69,5.89,56,5.2,NA,NA,NA,NA,57.14,7.98,"03-XORCH-8.7","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-9.2_20140828_3_1",10,2.27,NA,NA,8.54,3.65,2.826245258,6.63,4.96,55,5,NA,NA,NA,NA,61.54,7.24,"03-XORCH-9.2","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-9.2_20140828_3_2",11,3.06,NA,NA,7.78,5.55,3.169925001,7.92,4.99,31,0.2,NA,NA,NA,NA,55.56,8.24,"03-XORCH-9.2","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-9.2_20140828_3_3",14,4.72,NA,NA,7.96,5.1,3.117135637,7.79,5.06,28,0,NA,NA,NA,NA,58.82,7.7,"03-XORCH-9.2","8/28/2014",3,"Sediment_Ponar"
"03-XORCH-9.2_20140830_3_5",9,1.82,NA,NA,7.58,6.05,2.918295834,7.09,5.11,37,1.4,NA,NA,NA,NA,50,9.17,"03-XORCH-9.2","8/30/2014",3,"Sediment_Ponar"
"03-XORCH-9.2_20140831_3_4",14,4.72,NA,NA,7.71,5.72,3.507257305,8.77,6.1,37,1.4,NA,NA,NA,NA,45.71,9.88,"03-XORCH-9.2","8/31/2014",3,"Sediment_Ponar"
"03-YANT_T1c-0.2_20090730_6_1",17,5.45,0,0,6.43,5.95,NA,NA,4.33,NA,NA,NA,NA,7,5.91,NA,NA,"03-YANT_T1c-0.2","7/30/2009",6,"Kick:Sandy_Stream"
"04-ANGL-1.1_19960820_1_1",21,5.88,9,6.82,4.97,6.91,NA,NA,6.44,69,7.98,6.16,4.6,NA,NA,NA,NA,"04-ANGL-1.1","8/20/1996",1,"Kick:Standard"
"04-ANGL-1.1_20140702_1_1",28,8.06,16,10,3.72,8.28,NA,NA,8.16,70,8.08,5.44,6.4,NA,NA,NA,NA,"04-ANGL-1.1","7/2/2014",1,"Kick:Standard"
"04-ANGL-1.1_20190725_1_1",23,6.47,13,9,4.57,7.41,NA,NA,7.31,68,7.88,5.69,5.77,NA,NA,NA,NA,"04-ANGL-1.1","7/25/2019",1,"Kick:Standard"
"04-ANGL-12.5_20190725_1_1",19,5.29,10,7.27,3.58,8.42,NA,NA,7.28,81,9.13,5.49,6.27,NA,NA,NA,NA,"04-ANGL-12.5","7/25/2019",1,"Kick:Standard"
"04-ANGL-12.9_20090728_1_1",29,8.33,15,10,3.31,8.69,NA,NA,8.1,59,6.61,5.25,6.88,NA,NA,NA,NA,"04-ANGL-12.9","7/28/2009",1,"Kick:Standard"
"04-ANGL-12.9_20140702_1_1",29,8.33,19,10,3.03,8.97,NA,NA,8.46,72,8.27,5.31,6.73,NA,NA,NA,NA,"04-ANGL-12.9","7/2/2014",1,"Kick:Standard"
"04-ANGL-12.9_20190725_1_1",24,6.76,12,8.5,4.25,7.75,NA,NA,7.22,68,7.88,5.92,5.2,NA,NA,NA,NA,"04-ANGL-12.9","7/25/2019",1,"Kick:Standard"
"04-BADN-2.0_20040915_1_1",12,3.09,0,0,7.51,3.74,NA,NA,1.91,29,1.55,7.53,1.17,NA,NA,NA,NA,"04-BADN-2.0","9/15/2004",1,"Kick:Standard"
"04-BADN-8.7_20190724_1_1",23,6.47,8,6.36,4.65,7.31,NA,NA,5.94,48,4.76,6.07,4.82,NA,NA,NA,NA,"04-BADN-8.7","7/24/2019",1,"Kick:Standard"
"04-BEBE-1.5_20190723_1_1",23,6.47,5,4.72,6.06,5.55,NA,NA,6.68,79,8.94,4.77,7.73,NA,NA,NA,NA,"04-BEBE-1.5","7/23/2019",1,"Kick:Standard"
"04-BERD-0.9_19960821_1_1",19,5.29,7,5.91,3.65,8.35,NA,NA,7.21,77,8.75,4.74,7.76,NA,NA,NA,NA,"04-BERD-0.9","8/21/1996",1,"Kick:Standard"
"04-BERD-2.5_20040914_1_1",14,3.68,8,6.36,4.99,6.89,NA,NA,5.24,47,4.6,6.14,4.65,NA,NA,NA,NA,"04-BERD-2.5","9/14/2004",1,"Kick:Standard"
"04-BERD-5.6_20140702_6_1",14,3.86,0,0,7.28,4.53,NA,NA,3.28,NA,NA,NA,NA,5,4.72,NA,NA,"04-BERD-5.6","7/2/2014",6,"Kick:Sandy_Stream"
"04-BERD_T1-1.6_20140702_6_1",21,7.27,3,4.5,6.51,5.82,NA,NA,6.9,NA,NA,NA,NA,16,10,NA,NA,"04-BERD_T1-1.6","7/2/2014",6,"Kick:Sandy_Stream"
"04-BIDW-1.5_20140703_1_1",19,5.29,5,4.72,4.45,7.55,NA,NA,6.06,81,9.13,6.55,3.63,NA,NA,NA,NA,"04-BIDW-1.5","7/3/2014",1,"Kick:Standard"
"04-BIDW-1.5_20150729_1_1",27,7.78,5,4.72,5.09,6.76,NA,NA,6.24,80,9.04,6.84,2.9,NA,NA,NA,NA,"04-BIDW-1.5","7/29/2015",1,"Kick:Standard"
"04-BIDW_T4-0.6_20190724_1_1",22,6.18,3,3.61,6.21,5.36,NA,NA,3.95,41,3.63,7.62,0.95,NA,NA,NA,NA,"04-BIDW_T4-0.6","7/24/2019",1,"Kick:Standard"
"04-BLAK-14.7_19900626_1_1",17,4.56,4,4.17,5.77,5.91,NA,NA,4.46,50,5.16,6.99,2.52,NA,NA,NA,NA,"04-BLAK-14.7","6/26/1990",1,"Kick:Standard"
"04-BLAK-14.7_19950823_1_1",14,3.68,0,0,6.11,5.49,NA,NA,2.22,27,1.21,7.72,0.7,NA,NA,NA,NA,"04-BLAK-14.7","8/23/1995",1,"Kick:Standard"
"04-BLAK-14.7_19960821_1_1",12,3.09,3,3.61,6.07,5.54,NA,NA,3.39,38,3.15,7.37,1.57,NA,NA,NA,NA,"04-BLAK-14.7","8/21/1996",1,"Kick:Standard"
"04-BLAK-14.7_19960827_1_1",11,2.79,4,4.17,6.02,5.6,NA,NA,3.64,42,3.79,7.27,1.83,NA,NA,NA,NA,"04-BLAK-14.7","8/27/1996",1,"Kick:Standard"
"04-BLAK-14.7_19990811_1_1",13,3.38,3,3.61,5.27,6.54,NA,NA,3.89,42,3.79,7.15,2.12,NA,NA,NA,NA,"04-BLAK-14.7","8/11/1999",1,"Kick:Standard"
"04-BLAK-14.7_20040914_1_1",11,2.79,4,4.17,5.71,5.99,NA,NA,3.24,34,2.41,7.66,0.85,NA,NA,NA,NA,"04-BLAK-14.7","9/14/2004",1,"Kick:Standard"
"04-BLAK-14.7_20140701_1_1",13,3.38,6,5.45,5.27,6.54,NA,NA,4.28,39,3.31,6.92,2.7,NA,NA,NA,NA,"04-BLAK-14.7","7/1/2014",1,"Kick:Standard"
"04-BLAK-14.7_20190723_1_1",20,5.59,9,6.82,5.31,6.49,NA,NA,5.38,45,4.27,6.51,3.73,NA,NA,NA,NA,"04-BLAK-14.7","7/23/2019",1,"Kick:Standard"
"04-BLAK-30.1_19960827_1_1",21,5.88,4,4.17,5.77,5.91,NA,NA,4.5,47,4.6,7.22,1.95,NA,NA,NA,NA,"04-BLAK-30.1","8/27/1996",1,"Kick:Standard"
"04-BLAK-30.1_19990811_1_1",17,4.56,4,4.17,5.32,6.47,NA,NA,4.13,38,3.15,7.09,2.28,NA,NA,NA,NA,"04-BLAK-30.1","8/11/1999",1,"Kick:Standard"
"04-BLAK-30.1_20000809_1_1",14,3.68,3,3.61,6.21,5.36,NA,NA,3.43,32,2.07,7.02,2.45,NA,NA,NA,NA,"04-BLAK-30.1","8/9/2000",1,"Kick:Standard"
"04-BLAK-30.1_20040914_1_1",21,5.88,7,5.91,5.11,6.74,NA,NA,5.07,49,4.92,7.24,1.9,NA,NA,NA,NA,"04-BLAK-30.1","9/14/2004",1,"Kick:Standard"
"04-BLAK-30.1_20090729_1_1",21,5.88,5,4.72,5.51,6.24,NA,NA,4.79,51,5.32,7.29,1.77,NA,NA,NA,NA,"04-BLAK-30.1","7/29/2009",1,"Kick:Standard"
"04-BLAK-30.1_20120918_1_1",21,5.88,6,5.45,5,6.88,NA,NA,5.4,61,6.94,7.26,1.85,NA,NA,NA,NA,"04-BLAK-30.1","9/18/2012",1,"Kick:Standard"
"04-BLAK-30.1_20120918_1_2",17,4.56,5,4.72,4.89,7.01,NA,NA,4.95,55,5.97,7.01,2.48,NA,NA,NA,NA,"04-BLAK-30.1","9/18/2012",1,"Kick:Standard"
"04-BLAK-30.1_20120918_1_3",23,6.47,4,4.17,5.25,6.56,NA,NA,4.68,52,5.48,7.71,0.73,NA,NA,NA,NA,"04-BLAK-30.1","9/18/2012",1,"Kick:Standard"
"04-BLAK-30.1_20120918_1_4",20,5.59,6,5.45,5.21,6.61,NA,NA,4.96,49,4.92,7.1,2.25,NA,NA,NA,NA,"04-BLAK-30.1","9/18/2012",1,"Kick:Standard"
"04-BLAK-30.1_20120918_1_5",22,6.18,4,4.17,4.77,7.16,NA,NA,5.11,57,6.29,7.3,1.75,NA,NA,NA,NA,"04-BLAK-30.1","9/18/2012",1,"Kick:Standard"
"04-BLAK-30.1_20120918_1_6",21,5.88,4,4.17,5.43,6.34,NA,NA,4.6,58,6.45,7.93,0.18,NA,NA,NA,NA,"04-BLAK-30.1","9/18/2012",1,"Kick:Standard"
"04-BLAK-30.7_20120920_1_1",27,7.78,3,3.61,5.77,5.91,NA,NA,4.78,53,5.65,7.63,0.93,NA,NA,NA,NA,"04-BLAK-30.7","9/20/2012",1,"Kick:Standard"
"04-BLAK-30.7_20120920_1_2",19,5.29,6,5.45,5.41,6.36,NA,NA,4.63,41,3.63,7.04,2.4,NA,NA,NA,NA,"04-BLAK-30.7","9/20/2012",1,"Kick:Standard"
"04-BLAK-30.7_20120920_1_3",17,4.56,4,4.17,5.34,6.45,NA,NA,4.19,42,3.79,7.2,2,NA,NA,NA,NA,"04-BLAK-30.7","9/20/2012",1,"Kick:Standard"
"04-BLAK-30.7_20120920_1_4",19,5.29,5,4.72,5.24,6.57,NA,NA,4.57,44,4.11,7.14,2.15,NA,NA,NA,NA,"04-BLAK-30.7","9/20/2012",1,"Kick:Standard"
"04-BLAK-30.7_20120920_1_5",15,3.97,3,3.61,5.21,6.61,NA,NA,3.98,42,3.79,7.24,1.9,NA,NA,NA,NA,"04-BLAK-30.7","9/20/2012",1,"Kick:Standard"
"04-BLAK-30.7_20120920_1_6",22,6.18,2,3.06,5.49,6.26,NA,NA,4.43,51,5.32,7.46,1.35,NA,NA,NA,NA,"04-BLAK-30.7","9/20/2012",1,"Kick:Standard"
"04-BLAK-32.0_19960827_1_1",15,3.97,2,3.06,5.96,5.67,NA,NA,3.68,44,4.11,7.36,1.6,NA,NA,NA,NA,"04-BLAK-32.0","8/27/1996",1,"Kick:Standard"
"04-BLAK-32.0_20080805_1_1",24,6.76,5,4.72,5.27,6.54,NA,NA,5.12,55,5.97,7.35,1.63,NA,NA,NA,NA,"04-BLAK-32.0","8/5/2008",1,"Kick:Standard"
"04-BLAK-32.0_20120920_1_1",21,5.88,3,3.61,5.29,6.51,NA,NA,4.65,50,5.16,7.17,2.08,NA,NA,NA,NA,"04-BLAK-32.0","9/20/2012",1,"Kick:Standard"
"04-BLAK-32.0_20120920_1_2",14,3.68,3,3.61,5.15,6.69,NA,NA,3.85,41,3.63,7.34,1.65,NA,NA,NA,NA,"04-BLAK-32.0","9/20/2012",1,"Kick:Standard"
"04-BLAK-32.0_20120920_1_3",28,8.06,4,4.17,5.98,5.65,NA,NA,4.83,51,5.32,7.61,0.97,NA,NA,NA,NA,"04-BLAK-32.0","9/20/2012",1,"Kick:Standard"
"04-BLAK-32.0_20120920_1_4",12,3.09,3,3.61,5.21,6.61,NA,NA,3.96,50,5.16,7.46,1.35,NA,NA,NA,NA,"04-BLAK-32.0","9/20/2012",1,"Kick:Standard"
"04-BLAK-32.0_20120920_1_5",19,5.29,1,1.25,5.47,6.29,NA,NA,3.88,50,5.16,7.44,1.4,NA,NA,NA,NA,"04-BLAK-32.0","9/20/2012",1,"Kick:Standard"
"04-BLAK-32.0_20120920_1_6",15,3.97,3,3.61,5.3,6.5,NA,NA,4.1,51,5.32,7.56,1.1,NA,NA,NA,NA,"04-BLAK-32.0","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20120920_1_1",22,6.18,4,4.17,5.2,6.62,NA,NA,4.84,52,5.48,7.3,1.75,NA,NA,NA,NA,"04-BLAK-34.9","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20120920_1_2",25,7.06,5,4.72,5.19,6.64,NA,NA,5.4,54,5.81,6.89,2.78,NA,NA,NA,NA,"04-BLAK-34.9","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20120920_1_3",25,7.06,4,4.17,5.23,6.59,NA,NA,5.18,53,5.65,7.02,2.45,NA,NA,NA,NA,"04-BLAK-34.9","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20120920_1_4",23,6.47,3,3.61,5.45,6.31,NA,NA,4.77,50,5.16,7.07,2.32,NA,NA,NA,NA,"04-BLAK-34.9","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20120920_1_5",22,6.18,3,3.61,5.52,6.23,NA,NA,4.74,51,5.32,7.06,2.35,NA,NA,NA,NA,"04-BLAK-34.9","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20120920_1_6",20,5.59,2,3.06,5.21,6.61,NA,NA,4.75,52,5.48,6.8,3,NA,NA,NA,NA,"04-BLAK-34.9","9/20/2012",1,"Kick:Standard"
"04-BLAK-34.9_20190723_1_1",16,4.26,5,4.72,5.45,6.31,NA,NA,4.78,52,5.48,6.74,3.15,NA,NA,NA,NA,"04-BLAK-34.9","7/23/2019",1,"Kick:Standard"
"04-BLAK-36.4_20120919_1_1",26,7.35,5,4.72,5.2,6.62,NA,NA,5.79,59,6.61,6.53,3.67,NA,NA,NA,NA,"04-BLAK-36.4","9/19/2012",1,"Kick:Standard"
